user_id,url,Food,Fashion,Make-up,Beauty,Lifestyle,Luxury,Travel,Photography,Fitness,Sports,Gaming,Entertainment,Gadgets & Tech,Finance,Education,Animal/Pet,Health,Self Improvement,Art,Parenting,Books,genuinity_score,top keywords
332,https://www.instagram.com/charchennai/,45.0,2.0,3.0,6.0,3.0,2.0,4.0,0.0,7.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,45,"char,foodie,kulfi,binge,love,soda,mouthwatering,tandoori,fastfood,order,food,kebab,tikka,chennai,mutton,muttonchops,got,taste,weekend,perfect"
333,https://www.instagram.com/oh_its_yummmy/,11.0,1.0,3.0,7.0,4.0,3.0,8.0,2.0,8.0,5.0,3.0,1.0,6.0,3.0,4.0,5.0,2.0,9.0,2.0,8.0,5.0,97,"oh,beautiful,updates,daily,desert,food,photography,rights,reserved,credit,owner,chocolate,perfect,skills,yes,delicious,cake,cheese,would,friends"
335,https://www.instagram.com/the.bored.panda/,21.0,2.0,3.0,3.0,3.0,3.0,21.0,2.0,5.0,3.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,5.0,3.0,6.0,2.0,65,"panda,bored,food,foodie,pune,travel,reviews,experiences,posts,vegetarian,veg,cheese,experience,love,try,wanderlust,one,globetrotter,throwback,cocktails"
339,https://www.instagram.com/foodiepediamumbai/,33.0,2.0,4.0,3.0,6.0,3.0,5.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,6.0,3.0,4.0,3.0,65,"mumbai,food,chocolate,location,chicken,without,blogger,permission,picture,taste,mango,content,dm,use,repost,reposting,cake,amazing,dessert,recipe"
343,https://www.instagram.com/therawtextures/,19.0,5.0,4.0,4.0,3.0,3.0,11.0,2.0,6.0,3.0,1.0,5.0,4.0,1.0,3.0,4.0,2.0,8.0,3.0,5.0,3.0,79,"chicken,today,lunch,dinner,homecooked,video,bihar,vegetarian,loved,tonight,ki,one,goa,curry,love,soulful,snacks,breakfast,homely,masala"
347,https://www.instagram.com/dietible/,29.0,1.0,5.0,7.0,2.0,1.0,5.0,0.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,9.0,4.0,1.0,3.0,2.0,81,"add,powder,salt,water,healthy,seeds,minutes,chilli,cook,garlic,onion,leaves,green,homecooking,take,weightloss,time,mix,let,pepper"
348,https://www.instagram.com/foodtraveler_jaipur/,42.0,3.0,3.0,3.0,2.0,3.0,10.0,1.0,4.0,3.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,58,"jaipur,food,taste,pune,foodie,inr,facebook,www,twitter,delicious,yummy,lover,tag,momos,ipl,pizza,love,kachori,paneer,dessert"
349,https://www.instagram.com/hungry_holic/,39.0,1.0,3.0,3.0,2.0,4.0,9.0,2.0,6.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,74,"hungry,holic,food,kababs,pinch,calcutta,chicken,kolkata,http,journey,get,cheesecake,use,tea,tag,feature,featured,frame,ig,visuals"
350,https://www.instagram.com/foodierabbits/,24.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,7.0,3.0,3.0,5.0,5.0,1.0,3.0,2.0,3.0,7.0,5.0,5.0,5.0,54,"following,keep,updates,foodie,get,use,tag,us,featured,foodism,hashtag,love,pizza,doon,indian,tasty,momos,delicious,chocolate,day"
352,https://www.instagram.com/dhruvrathee/,2.0,2.0,5.0,3.0,2.0,4.0,20.0,3.0,6.0,5.0,3.0,5.0,6.0,2.0,3.0,5.0,3.0,8.0,5.0,5.0,4.0,80,"vlog,link,youtube,blue,travel,new,video,one,see,india,architecture,water,nature,europe,first,history,ice,interview,coming,watch"
353,https://www.instagram.com/top_singer_and_model_/,3.0,8.0,3.0,4.0,5.0,4.0,7.0,4.0,7.0,5.0,1.0,12.0,7.0,2.0,5.0,3.0,7.0,6.0,1.0,3.0,3.0,56,"top,model,singer,mumbai,diaries,stomach,heartburn,surat,food,body,may,effects,side,due,experience,exercise,exercising,leading,people,related"
355,https://www.instagram.com/mostlyshameless/,1.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,2.0,9.0,10.0,1.0,2.0,5.0,3.0,11.0,5.0,8.0,4.0,51,"yay,shameless,chill,vlog,vacay,youtube,congratulations,puppy,surprise,beauty,newyork,un,star,love,throwback,good,mumbai,candid,always,happy"
357,https://www.instagram.com/harshalaa_/,2.0,3.0,6.0,4.0,3.0,3.0,7.0,3.0,8.0,5.0,3.0,6.0,5.0,3.0,3.0,3.0,4.0,11.0,5.0,8.0,5.0,90,"video,new,channel,go,watch,link,also,bio,get,one,story,love,swipe,check,much,already,hair,today,guys,good"
360,https://www.instagram.com/priyanka_osm_/,3.0,5.0,5.0,21.0,2.0,5.0,4.0,3.0,6.0,2.0,5.0,7.0,5.0,3.0,1.0,3.0,5.0,6.0,2.0,4.0,3.0,68,"video,channel,priyanka,bio,link,love,awesome,beautiful,cute,girl,direct,makeup,subscribe,watch,amazing,share,videos,comment,plz,skin"
361,https://www.instagram.com/surajholy/,1.0,1.0,5.0,3.0,3.0,3.0,5.0,1.0,7.0,5.0,1.0,5.0,6.0,2.0,4.0,3.0,5.0,29.0,3.0,6.0,4.0,92,"hai,time,ss,day,life,every,suraj,sharma,post,toh,love,people,want,happy,moment,goals,new,one,things,share"
362,https://www.instagram.com/perkymegs/,2.0,15.0,6.0,13.0,9.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,7.0,3.0,4.0,4.0,73,"video,new,bio,link,festive,love,guys,happy,kurti,ethnic,look,saree,channel,season,pregnancy,looks,always,coming,top,style"
365,https://www.instagram.com/komalsoniofc/,7.0,3.0,5.0,6.0,4.0,3.0,9.0,5.0,6.0,3.0,1.0,3.0,5.0,1.0,3.0,7.0,5.0,8.0,5.0,5.0,5.0,55,"ahmedabad,food,morning,nature,flowers,plants,travel,tropical,breakfast,coi,soi,love,life,woods,business,entrepreneur,book,motivation,inspiration,wanderlust"
367,https://www.instagram.com/nandinikothari07/,1.0,30.0,5.0,5.0,6.0,3.0,9.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,7.0,2.0,5.0,2.0,57,"fashion,outfit,one,video,day,also,outfits,guys,top,time,know,ni,make,style,wear,different,life,summer,abhishek,let"
368,https://www.instagram.com/theneelzsh/,4.0,4.0,5.0,5.0,4.0,4.0,12.0,1.0,8.0,4.0,1.0,5.0,5.0,2.0,3.0,3.0,4.0,9.0,4.0,8.0,4.0,79,"milk,know,time,day,hyderabad,one,make,super,video,new,food,fun,rs,great,skin,size,beautiful,go,first,got"
369,https://www.instagram.com/shauryasanadhya/,2.0,7.0,6.0,9.0,5.0,7.0,12.0,3.0,6.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,8.0,4.0,5.0,4.0,89,"day,skin,get,makeup,link,bio,guys,love,look,one,hair,outfit,new,video,make,time,products,travel,go,diwali"
381,https://www.instagram.com/comedyhutiyapa/,2.0,0.0,2.0,4.0,2.0,3.0,7.0,4.0,7.0,4.0,4.0,16.0,14.0,2.0,4.0,2.0,0.0,8.0,4.0,8.0,5.0,51,"guys,love,supporting,keep,share,sarcasm,bollywood,indian,chats,bb,shirley,funny,kj,india,lol,memes,sarcastic,memer,friends,tag"
385,https://www.instagram.com/exo_fan_india/,2.0,2.0,3.0,3.0,2.0,3.0,6.0,6.0,5.0,3.0,6.0,8.0,15.0,3.0,2.0,6.0,5.0,7.0,4.0,4.0,6.0,87,"exo,youtube,music,videos,help,official,liked,bio,watch,new,channel,imp,followers,sites,etc,redirect,real,kai,video,post"
396,https://www.instagram.com/shrutiidiwan/,2.0,9.0,8.0,10.0,6.0,3.0,5.0,3.0,6.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,9.0,4.0,6.0,4.0,81,"trending,get,today,makeup,video,love,new,skin,fashion,one,look,go,day,time,amazing,hope,indian,trend,also,well"
399,https://www.instagram.com/thehdose/,3.0,3.0,16.0,15.0,2.0,3.0,6.0,2.0,7.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,8.0,3.0,5.0,4.0,92,"hair,love,skin,know,video,look,use,good,one,using,time,bio,oil,let,day,link,also,products,lipstick,shampoo"
407,https://www.instagram.com/kolkataportraits/,1.0,7.0,5.0,3.0,6.0,2.0,14.0,11.0,2.0,1.0,6.0,6.0,13.0,0.0,0.0,3.0,3.0,6.0,5.0,3.0,4.0,60,"india,ig,portraits,portrait,calcutta,indian,feature,photographers,photography,tag,kolkata,hashtag,showcase,diaries,use,bong,bengali,frame,mood,clicks"
408,https://www.instagram.com/kajalyadav735/,4.0,17.0,10.0,11.0,5.0,1.0,0.0,6.0,5.0,7.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,2.0,20,"shout,hairstyle,models,anand,shootout,love,food,smile,happy,photo,yummy,tbt,lover,black,foodie,holi,comment,mind,shoutout,shoutouts"
412,https://www.instagram.com/christal_mua/,2.0,3.0,11.0,16.0,3.0,6.0,6.0,1.0,6.0,7.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,8.0,4.0,4.0,4.0,82,"makeup,foundation,palette,look,mascara,blush,eye,glow,mua,wedding,powder,one,concealer,lipstick,love,beauty,india,hair,lip,bronzer"
415,https://www.instagram.com/nayana_premnath/,3.0,2.0,5.0,3.0,3.0,3.0,6.0,1.0,9.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,22.0,3.0,7.0,4.0,92,"time,one,make,video,know,waste,people,would,day,us,may,get,new,use,even,take,let,try,plastic,much"
418,https://www.instagram.com/hnhcosmeticsclub/,4.0,3.0,11.0,11.0,3.0,4.0,6.0,2.0,8.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,7.0,5.0,2.0,6.0,98,"price,order,dm,skin,palette,set,preorder,shades,cosmetics,brush,beauty,lipstick,liquid,eyeshadow,hills,lip,matte,sale,mini,kylie"
422,https://www.instagram.com/rouge.n.shimmer/,4.0,3.0,9.0,23.0,2.0,5.0,5.0,3.0,7.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,8.0,6.0,3.0,3.0,3.0,82,"skin,passion,face,mask,review,hair,day,oil,use,rs,organic,used,packaging,wash,water,retails,product,pack,dry,also"
424,https://www.instagram.com/alluringfashionistas/,2.0,4.0,12.0,20.0,3.0,4.0,5.0,2.0,6.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,8.0,3.0,5.0,4.0,76,"look,skin,fashionistas,know,let,face,products,review,oil,looks,one,makeup,shade,used,also,product,new,skincare,hair,lipstick"
425,https://www.instagram.com/beautyfitnessfunda/,2.0,6.0,12.0,13.0,5.0,3.0,5.0,2.0,13.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,7.0,3.0,4.0,3.0,76,"skin,get,products,look,also,face,hair,free,using,one,new,india,link,use,good,well,know,let,makeup,want"
426,https://www.instagram.com/sufispeakss/,3.0,6.0,9.0,8.0,9.0,4.0,6.0,2.0,7.0,8.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,8.0,4.0,5.0,4.0,77,"look,shade,styling,skin,reviews,one,hair,lookbook,love,skincare,beautiful,blog,lips,good,would,day,beauty,happy,celebration,matte"
436,https://www.instagram.com/the_entertainers_shoutout/,1.0,9.0,4.0,8.0,5.0,5.0,6.0,7.0,3.0,4.0,1.0,12.0,15.0,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,49,"entertainers,official,shoutout,sachin,fab,gorgeous,stunning,attractive,pic,damm,glam,sizzling,us,glamourous,fabulous,beauty,girl,beautiful,nin,creative"
437,https://www.instagram.com/joshita_jj/,4.0,3.0,9.0,12.0,3.0,5.0,6.0,2.0,8.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,7.0,3.0,3.0,8.0,83,"skin,oil,use,hair,love,soft,well,serum,makes,dry,natural,ingredients,also,mild,products,feel,gets,using,beauty,light"
438,https://www.instagram.com/soumili.mukherjee/,2.0,6.0,7.0,12.0,6.0,3.0,6.0,1.0,7.0,5.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,8.0,5.0,5.0,4.0,96,"skin,new,hair,get,guys,matte,good,also,love,products,collection,lipstick,cream,free,launched,use,face,arg,perfect,back"
441,https://www.instagram.com/tvakh/,3.0,2.0,7.0,21.0,2.0,9.0,4.0,1.0,7.0,3.0,2.0,2.0,4.0,2.0,3.0,6.0,5.0,6.0,3.0,3.0,4.0,76,"skin,skincare,india,natural,www,vitamin,products,shop,use,us,hair,sunscreen,free,beauty,organic,acne,serum,care,happy,glow"
448,https://www.instagram.com/the_unpredictable_5/,0.0,14.0,5.0,5.0,6.0,2.0,9.0,13.0,2.0,2.0,3.0,4.0,10.0,0.0,1.0,3.0,3.0,7.0,6.0,4.0,2.0,43,"ig,india,potrait,photogram,mood,portrait,kolkata,love,fashion,beauty,photographers,indian,model,shoutout,bengali,everything,style,fashionista,fashionable,asia"
449,https://www.instagram.com/iamanubhaa/,2.0,7.0,31.0,9.0,6.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,75,"makeup,palette,matte,foundation,powder,blush,concealer,mascara,lipstick,highlighter,pro,hd,primer,lip,used,look,lashes,liquid,fit,perfect"
458,https://www.instagram.com/drishtigwalani/,2.0,12.0,5.0,10.0,4.0,3.0,11.0,2.0,6.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,3.0,8.0,3.0,6.0,4.0,71,"love,happy,india,saturday,mumbai,fashionista,blogged,vacation,happiness,motivation,fashion,one,style,girls,travel,fun,look,sweet,skin,goa"
459,https://www.instagram.com/lovely_samudrala/,2.0,9.0,7.0,7.0,5.0,4.0,7.0,5.0,6.0,4.0,1.0,5.0,7.0,1.0,3.0,3.0,3.0,8.0,4.0,5.0,4.0,59,"blogger,hyderabad,love,blog,black,lightroom,portrait,summer,quarantine,portraits,ig,streetwear,aesthetic,fashion,tbt,nyc,nature,weekend,denim,smile"
461,https://www.instagram.com/priyaa__yadav__/,1.0,14.0,6.0,16.0,10.0,1.0,5.0,6.0,5.0,2.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,10.0,3.0,2.0,3.0,41,"love,trending,looks,hm,zara,eyes,hairs,sexy,beautiful,fashion,look,portrait,blogger,portraits,explore,model,hair,mumbai,photography,india"
465,https://www.instagram.com/simbhandari16/,2.0,6.0,6.0,6.0,5.0,3.0,6.0,1.0,8.0,5.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,13.0,4.0,8.0,4.0,76,"life,birthday,love,likes,happy,way,always,day,look,style,model,bestfriend,fashionista,hair,cute,sun,best,good,heart,need"
469,https://www.instagram.com/onewhodesires/,3.0,6.0,8.0,17.0,4.0,9.0,6.0,3.0,6.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,7.0,6.0,4.0,3.0,3.0,63,"blessed,style,gratitude,skin,blogger,aesthetic,india,travel,makeup,oil,vintage,elegance,f4,fashionista,photography,winter,dresses,body,look,love"
471,https://www.instagram.com/dimpyscorner/,2.0,8.0,6.0,4.0,6.0,4.0,7.0,2.0,8.0,5.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,10.0,4.0,7.0,4.0,97,"guys,new,video,day,one,go,look,got,love,know,time,get,see,much,outfit,check,year,also,make,link"
